,id,gtAI
30,"lcl|NC_001133.9_cds_NP_009362.1_31 [gene=CDC19] [locus_tag=YAL038W] [db_xref=SGD:S000000036,GeneID:851193] [protein=pyruvate kinase CDC19] [protein_id=NP_009362.1] [location=71786..73288] [gbkey=CDS]",0.6504400072863479
31,"lcl|NC_001133.9_cds_NP_878040.1_32 [locus_tag=YAL037C-A] [db_xref=SGD:S000028732,GeneID:1466428] [protein=uncharacterized protein] [protein_id=NP_878040.1] [location=complement(73426..73518)] [gbkey=CDS]",0.3844634840666798
32,"lcl|NC_001133.9_cds_NP_009363.1_33 [locus_tag=YAL037W] [db_xref=SGD:S000000035,GeneID:851194] [protein=uncharacterized protein] [protein_id=NP_009363.1] [location=74020..74823] [gbkey=CDS]",0.3366573579392016
33,"lcl|NC_001133.9_cds_NP_009364.1_34 [gene=RBG1] [locus_tag=YAL036C] [db_xref=SGD:S000000034,GeneID:851195] [protein=GTP-binding protein RBG1] [protein_id=NP_009364.1] [location=complement(75043..76152)] [gbkey=CDS]",0.42108929979161547
34,"lcl|NC_001133.9_cds_NP_009365.1_35 [gene=FUN12] [locus_tag=YAL035W] [db_xref=SGD:S000000033,GeneID:851196] [protein=translation initiation factor eIF5B] [protein_id=NP_009365.1] [location=76427..79435] [gbkey=CDS]",0.5312735736217128
35,"lcl|NC_001133.9_cds_NP_009367.1_36 [gene=MTW1] [locus_tag=YAL034W-A] [db_xref=SGD:S000000032,GeneID:851197] [protein=MIND complex subunit MTW1] [protein_id=NP_009367.1] [location=79718..80587] [gbkey=CDS]",0.3543030581296375
36,"lcl|NC_001133.9_cds_NP_009368.2_37 [gene=FUN19] [locus_tag=YAL034C] [db_xref=SGD:S000002134,GeneID:851199] [protein=Fun19p] [protein_id=NP_009368.2] [location=complement(80710..81951)] [gbkey=CDS]",0.3632159488328201
37,"lcl|NC_001133.9_cds_NP_009369.1_38 [gene=POP5] [locus_tag=YAL033W] [db_xref=SGD:S000000031,GeneID:851200] [protein=RNA-binding protein POP5] [protein_id=NP_009369.1] [location=82706..83227] [gbkey=CDS]",0.3287444031227551
38,"lcl|NC_001133.9_cds_NP_009370.1_39 [gene=PRP45] [locus_tag=YAL032C] [db_xref=SGD:S000000030,GeneID:851201] [protein=mRNA splicing protein PRP45] [protein_id=NP_009370.1] [location=complement(83335..84474)] [gbkey=CDS]",0.3818926429379326
39,"lcl|NC_001133.9_cds_NP_009371.1_40 [gene=GIP4] [locus_tag=YAL031C] [db_xref=SGD:S000000029,GeneID:851202] [protein=protein phosphatase regulator GIP4] [protein_id=NP_009371.1] [location=complement(84749..87031)] [gbkey=CDS]",0.35628492567252296
40,"lcl|NC_001133.9_cds_NP_009372.1_41 [gene=SNC1] [locus_tag=YAL030W] [db_xref=SGD:S000000028,GeneID:851203] [protein=SNAP receptor SNC1] [protein_id=NP_009372.1] [location=join(87286..87387,87501..87752)] [gbkey=CDS]",0.3781758380755632
41,"lcl|NC_001133.9_cds_NP_009373.1_42 [gene=MYO4] [locus_tag=YAL029C] [db_xref=SGD:S000000027,GeneID:851204] [protein=myosin 4] [protein_id=NP_009373.1] [location=complement(87855..92270)] [gbkey=CDS]",0.4052215355674849
42,"lcl|NC_001133.9_cds_NP_009374.1_43 [gene=FRT2] [locus_tag=YAL028W] [db_xref=SGD:S000000026,GeneID:851205] [protein=Frt2p] [protein_id=NP_009374.1] [location=92900..94486] [gbkey=CDS]",0.36148322360858737
43,"lcl|NC_001133.9_cds_NP_009375.1_44 [gene=SAW1] [locus_tag=YAL027W] [db_xref=SGD:S000000025,GeneID:851206] [protein=DNA-binding protein SAW1] [protein_id=NP_009375.1] [location=94687..95472] [gbkey=CDS]",0.36521514142318723
44,"lcl|NC_001133.9_cds_NP_009376.2_45 [gene=DRS2] [locus_tag=YAL026C] [db_xref=SGD:S000000024,GeneID:851207] [protein=aminophospholipid-translocating P4-type ATPase DRS2] [protein_id=NP_009376.2] [location=complement(95630..99697)] [gbkey=CDS]",0.4438986269222667
45,"lcl|NC_001133.9_cds_NP_009377.2_46 [gene=MAK16] [locus_tag=YAL025C] [db_xref=SGD:S000000023,GeneID:851208] [protein=ribosome biosynthesis protein MAK16] [protein_id=NP_009377.2] [location=complement(100225..101145)] [gbkey=CDS]",0.4638315937724167
46,"lcl|NC_001133.9_cds_NP_009378.1_47 [gene=LTE1] [locus_tag=YAL024C] [db_xref=SGD:S000000022,GeneID:851209] [protein=mitotic regulator LTE1] [protein_id=NP_009378.1] [location=complement(101565..105872)] [gbkey=CDS]",0.3787290081416206
47,"lcl|NC_001133.9_cds_NP_009379.2_48 [gene=PMT2] [locus_tag=YAL023C] [db_xref=SGD:S000000021,GeneID:851210] [protein=dolichyl-phosphate-mannose-protein mannosyltransferase PMT2] [protein_id=NP_009379.2] [location=complement(106272..108551)] [gbkey=CDS]",0.43785472732948305
48,"lcl|NC_001133.9_cds_NP_009380.1_49 [gene=FUN26] [locus_tag=YAL022C] [db_xref=SGD:S000000020,GeneID:851211] [protein=nucleoside transmembrane transporter FUN26] [protein_id=NP_009380.1] [location=complement(108877..110430)] [gbkey=CDS]",0.3550252853171413
49,"lcl|NC_001133.9_cds_NP_009381.1_50 [gene=CCR4] [locus_tag=YAL021C] [db_xref=SGD:S000000019,GeneID:851212] [protein=CCR4-NOT core exoribonuclease subunit CCR4] [protein_id=NP_009381.1] [location=complement(110846..113359)] [gbkey=CDS]",0.36734576542800423
50,"lcl|NC_001133.9_cds_NP_009382.2_51 [gene=ATS1] [locus_tag=YAL020C] [db_xref=SGD:S000000018,GeneID:851213] [protein=Ats1p] [protein_id=NP_009382.2] [location=complement(113614..114615)] [gbkey=CDS]",0.28937585681035954
51,"lcl|NC_001133.9_cds_NP_009383.1_52 [gene=FUN30] [locus_tag=YAL019W] [db_xref=SGD:S000000017,GeneID:851214] [protein=DNA-dependent ATPase FUN30] [protein_id=NP_009383.1] [location=114919..118314] [gbkey=CDS]",0.40982863274343584
52,"lcl|NC_001133.9_cds_NP_009384.1_53 [gene=LDS1] [locus_tag=YAL018C] [db_xref=SGD:S000000016,GeneID:851215] [protein=Lds1p] [protein_id=NP_009384.1] [location=complement(118564..119541)] [gbkey=CDS]",0.4010750146948034
53,"lcl|NC_001133.9_cds_NP_009385.2_54 [gene=PSK1] [locus_tag=YAL017W] [db_xref=SGD:S000000015,GeneID:851216] [protein=serine/threonine protein kinase PSK1] [protein_id=NP_009385.2] [location=120225..124295] [gbkey=CDS]",0.3838302094741157
54,"lcl|NC_001133.9_cds_NP_009386.1_55 [gene=TPD3] [locus_tag=YAL016W] [db_xref=SGD:S000000014,GeneID:851217] [protein=protein phosphatase 2A structural subunit TPD3] [protein_id=NP_009386.1] [location=124879..126786] [gbkey=CDS]",0.41782254995284274
55,"lcl|NC_001133.9_cds_NP_009387.1_56 [gene=NTG1] [locus_tag=YAL015C] [db_xref=SGD:S000000013,GeneID:851218] [protein=bifunctional N-glycosylase/AP lyase NTG1] [protein_id=NP_009387.1] [location=complement(126903..128102)] [gbkey=CDS]",0.3501377999387023
56,"lcl|NC_001133.9_cds_NP_009388.2_57 [gene=SYN8] [locus_tag=YAL014C] [db_xref=SGD:S000000012,GeneID:851219] [protein=syntaxin] [protein_id=NP_009388.2] [location=complement(128252..129019)] [gbkey=CDS]",0.3063224439132828
57,"lcl|NC_001133.9_cds_NP_009389.3_58 [gene=DEP1] [locus_tag=YAL013W] [db_xref=SGD:S000000011,GeneID:851220] [protein=Rpd3L histone deacetylase complex subunit DEP1] [protein_id=NP_009389.3] [location=129270..130487] [gbkey=CDS]",0.31405254174011255
58,"lcl|NC_001133.9_cds_NP_009390.1_59 [gene=CYS3] [locus_tag=YAL012W] [db_xref=SGD:S000000010,GeneID:851221] [protein=cystathionine gamma-lyase CYS3] [protein_id=NP_009390.1] [location=130799..131983] [gbkey=CDS]",0.4995983547801029
59,"lcl|NC_001133.9_cds_NP_009391.2_60 [gene=SWC3] [locus_tag=YAL011W] [db_xref=SGD:S000000009,GeneID:851222] [protein=Swc3p] [protein_id=NP_009391.2] [location=132199..134076] [gbkey=CDS]",0.3842594400232807
60,"lcl|NC_001133.9_cds_NP_009392.2_61 [gene=MDM10] [locus_tag=YAL010C] [db_xref=SGD:S000000008,GeneID:851223] [protein=Mdm10p] [protein_id=NP_009392.2] [location=complement(134184..135665)] [gbkey=CDS]",0.37723517136146595
61,"lcl|NC_001133.9_cds_NP_009393.1_62 [gene=SPO7] [locus_tag=YAL009W] [db_xref=SGD:S000000007,GeneID:851224] [protein=Nem1-Spo7 phosphatase regulatory subunit SPO7] [protein_id=NP_009393.1] [location=135854..136633] [gbkey=CDS]",0.3596852356377596
62,"lcl|NC_001133.9_cds_NP_009394.1_63 [gene=FUN14] [locus_tag=YAL008W] [db_xref=SGD:S000000006,GeneID:851225] [protein=Fun14p] [protein_id=NP_009394.1] [location=136914..137510] [gbkey=CDS]",0.41363572130871806
63,"lcl|NC_001133.9_cds_NP_009395.1_64 [gene=ERP2] [locus_tag=YAL007C] [db_xref=SGD:S000000005,GeneID:851226] [protein=Erp2p] [protein_id=NP_009395.1] [location=complement(137698..138345)] [gbkey=CDS]",0.4551410433558604
64,"lcl|NC_001133.9_cds_NP_009396.2_65 [gene=SSA1] [locus_tag=YAL005C] [db_xref=SGD:S000000004,GeneID:851259] [protein=Hsp70 family ATPase SSA1] [protein_id=NP_009396.2] [location=complement(139503..141431)] [gbkey=CDS]",0.6450045168382839
65,"lcl|NC_001133.9_cds_NP_009398.1_66 [gene=EFB1] [locus_tag=YAL003W] [db_xref=SGD:S000000003,GeneID:851260] [protein=translation elongation factor 1 subunit beta] [protein_id=NP_009398.1] [location=join(142174..142253,142620..143160)] [gbkey=CDS]",0.6608816961506317
66,"lcl|NC_001133.9_cds_NP_009399.2_67 [gene=VPS8] [locus_tag=YAL002W] [db_xref=SGD:S000000002,GeneID:851261] [protein=CORVET complex membrane-binding subunit VPS8] [protein_id=NP_009399.2] [location=143707..147531] [gbkey=CDS]",0.38149623915973097
67,"lcl|NC_001133.9_cds_NP_009400.1_68 [gene=TFC3] [locus_tag=YAL001C] [db_xref=SGD:S000000001,GeneID:851262] [protein=transcription factor TFIIIC subunit TFC3] [protein_id=NP_009400.1] [location=complement(join(147594..151006,151097..151166))] [gbkey=CDS]",0.3971758665484973
68,"lcl|NC_001133.9_cds_NP_009401.1_69 [gene=NUP60] [locus_tag=YAR002W] [db_xref=SGD:S000000063,GeneID:851263] [protein=FG-nucleoporin NUP60] [protein_id=NP_009401.1] [location=152257..153876] [gbkey=CDS]",0.40505122764347595
69,"lcl|NC_001133.9_cds_NP_009402.1_70 [gene=ERP1] [locus_tag=YAR002C-A] [db_xref=SGD:S000002129,GeneID:851264] [protein=Erp1p] [protein_id=NP_009402.1] [location=complement(154065..154724)] [gbkey=CDS]",0.4999685507106443
70,"lcl|NC_001133.9_cds_NP_009403.1_71 [gene=SWD1] [locus_tag=YAR003W] [db_xref=SGD:S000000064,GeneID:851265] [protein=COMPASS subunit protein SWD1] [protein_id=NP_009403.1] [location=155005..156285] [gbkey=CDS]",0.36569000381038574
71,"lcl|NC_001133.9_cds_NP_009404.1_72 [gene=RFA1] [locus_tag=YAR007C] [db_xref=SGD:S000000065,GeneID:851266] [protein=replication factor A subunit protein RFA1] [protein_id=NP_009404.1] [location=complement(156754..158619)] [gbkey=CDS]",0.4477984357623133
72,"lcl|NC_001133.9_cds_NP_009405.1_73 [gene=SEN34] [locus_tag=YAR008W] [db_xref=SGD:S000000066,GeneID:851267] [protein=tRNA splicing endonuclease subunit SEN34] [protein_id=NP_009405.1] [location=158966..159793] [gbkey=CDS]",0.38177660722684775
73,"lcl|NC_001133.9_cds_NP_009406.1_74 [locus_tag=YAR009C] [db_xref=SGD:S000000067,GeneID:851268] [protein=truncated gag-pol fusion protein] [protein_id=NP_009406.1] [location=complement(160597..164187)] [gbkey=CDS]",0.40333685430723953
74,"lcl|NC_001133.9_cds_NP_009407.1_75 [locus_tag=YAR010C] [db_xref=SGD:S000000068,GeneID:851269] [protein=gag protein] [protein_id=NP_009407.1] [location=complement(164544..165866)] [gbkey=CDS]",0.38672105138057433
75,"lcl|NC_001133.9_cds_NP_009408.3_76 [gene=BUD14] [locus_tag=YAR014C] [db_xref=SGD:S000000069,GeneID:851271] [protein=protein phosphatase regulator BUD14] [protein_id=NP_009408.3] [location=complement(166742..168871)] [gbkey=CDS]",0.3799288227776607
76,"lcl|NC_001133.9_cds_NP_009409.1_77 [gene=ADE1] [locus_tag=YAR015W] [db_xref=SGD:S000000070,GeneID:851272] [protein=phosphoribosylaminoimidazolesuccinocarboxamide synthase] [protein_id=NP_009409.1] [location=169375..170295] [gbkey=CDS]",0.44498379020884754
77,"lcl|NC_001133.9_cds_NP_009410.1_78 [gene=KIN3] [locus_tag=YAR018C] [db_xref=SGD:S000000071,GeneID:851273] [protein=serine/threonine protein kinase KIN3] [protein_id=NP_009410.1] [location=complement(170396..171703)] [gbkey=CDS]",0.3739541307336514
78,"lcl|NC_001133.9_cds_NP_009411.2_79 [gene=CDC15] [locus_tag=YAR019C] [db_xref=SGD:S000000072,GeneID:851274] [protein=serine/threonine protein kinase CDC15] [protein_id=NP_009411.2] [location=complement(172211..175135)] [gbkey=CDS]",0.3791561490612337
79,"lcl|NC_001133.9_cds_NP_009412.1_80 [gene=PAU7] [locus_tag=YAR020C] [db_xref=SGD:S000000073,GeneID:851275] [protein=seripauperin PAU7] [protein_id=NP_009412.1] [location=complement(176856..177023)] [gbkey=CDS]",0.5866038956167007
80,"lcl|NC_001133.9_cds_NP_009413.2_81 [locus_tag=YAR023C] [db_xref=SGD:S000000074,GeneID:851276] [protein=DUP240 family protein] [protein_id=NP_009413.2] [location=complement(179281..179820)] [gbkey=CDS]",0.3637997947612342
81,"lcl|NC_001133.9_cds_NP_009414.1_82 [gene=UIP3] [locus_tag=YAR027W] [db_xref=SGD:S000000075,GeneID:851279] [protein=DUP240 family protein UIP3] [protein_id=NP_009414.1] [location=183770..184477] [gbkey=CDS]",0.36968090971222506
82,"lcl|NC_001133.9_cds_NP_009415.1_83 [locus_tag=YAR028W] [db_xref=SGD:S000000076,GeneID:851280] [protein=DUP240 family protein] [protein_id=NP_009415.1] [location=184892..185596] [gbkey=CDS]",0.37262178115262684
83,"lcl|NC_001133.9_cds_NP_009416.1_84 [locus_tag=YAR029W] [db_xref=SGD:S000000077,GeneID:851281] [protein=DUP240 family protein] [protein_id=NP_009416.1] [location=186321..186545] [gbkey=CDS]",0.39377703121308333
84,"lcl|NC_001133.9_cds_NP_009418.1_85 [gene=PRM9] [locus_tag=YAR031W] [db_xref=SGD:S000000078,GeneID:851282] [protein=pheromone-regulated DUP240 family protein PRM9] [protein_id=NP_009418.1] [location=186836..187732] [gbkey=CDS]",0.3692051536300598
85,"lcl|NC_001133.9_cds_NP_009419.1_86 [gene=MST28] [locus_tag=YAR033W] [db_xref=SGD:S000000079,GeneID:851284] [protein=DUP240 family protein MST28] [protein_id=NP_009419.1] [location=188107..188811] [gbkey=CDS]",0.3460448207868024
86,"lcl|NC_001133.9_cds_NP_009420.1_87 [gene=YAT1] [locus_tag=YAR035W] [db_xref=SGD:S000000080,GeneID:851285] [protein=carnitine O-acetyltransferase YAT1] [protein_id=NP_009420.1] [location=190193..192256] [gbkey=CDS]",0.2965926696902712
87,"lcl|NC_001133.9_cds_NP_878042.1_88 [locus_tag=YAR035C-A] [db_xref=SGD:S000028595,GeneID:1466430] [protein=uncharacterized protein] [protein_id=NP_878042.1] [location=complement(192337..192417)] [gbkey=CDS]",0.24499680083775707
88,"lcl|NC_001133.9_cds_NP_009421.3_89 [gene=SWH1] [locus_tag=YAR042W] [db_xref=SGD:S000000081,GeneID:851286] [protein=oxysterol-binding protein related protein SWH1] [protein_id=NP_009421.3] [location=192619..196185] [gbkey=CDS]",0.40856810206136746
89,"lcl|NC_001133.9_cds_NP_009424.1_90 [gene=FLO1] [locus_tag=YAR050W] [db_xref=SGD:S000000084,GeneID:851289] [protein=flocculin FLO1] [protein_id=NP_009424.1] [location=203403..208016] [gbkey=CDS]",0.4668298611886836
90,"lcl|NC_001133.9_cds_NP_009429.1_91 [locus_tag=YAR064W] [db_xref=SGD:S000000089,GeneID:851294] [protein=uncharacterized protein] [protein_id=NP_009429.1] [location=220198..220497] [gbkey=CDS]",0.3054016567033232
91,"lcl|NC_001133.9_cds_NP_009430.1_92 [locus_tag=YAR066W] [db_xref=SGD:S000002144,GeneID:851295] [protein=uncharacterized protein] [protein_id=NP_009430.1] [location=221049..221660] [gbkey=CDS]",0.4951359679219078
92,"lcl|NC_001133.9_cds_NP_009431.1_93 [locus_tag=YAR068W] [db_xref=SGD:S000000091,GeneID:851296] [protein=uncharacterized protein] [protein_id=NP_009431.1] [location=222406..222891] [gbkey=CDS]",0.19692104617437856
93,"lcl|NC_001133.9_cds_NP_009434.1_94 [gene=PHO11] [locus_tag=YAR071W] [db_xref=SGD:S000000094,GeneID:851299] [protein=acid phosphatase PHO11] [protein_id=NP_009434.1] [location=225460..226863] [gbkey=CDS]",0.4909325216920977
94,"lcl|NC_001134.8_cds_NP_009437.1_95 [locus_tag=YBL113C] [db_xref=SGD:S000002153,GeneID:852159] [protein=uncharacterized protein] [protein_id=NP_009437.1] [location=complement(280..2658)] [gbkey=CDS]",0.36526172564279424
95,"lcl|NC_001134.8_cds_NP_009438.1_96 [locus_tag=YBL112C] [db_xref=SGD:S000002152,GeneID:852160] [protein=uncharacterized protein] [protein_id=NP_009438.1] [location=complement(2582..2899)] [gbkey=CDS]",0.34427479363294744
96,"lcl|NC_001134.8_cds_NP_009439.1_97 [locus_tag=YBL111C] [db_xref=SGD:S000002151,GeneID:852161] [protein=uncharacterized protein] [protein_id=NP_009439.1] [location=complement(join(2907..4116,4216..5009))] [gbkey=CDS]",0.3411835893807437
97,"lcl|NC_001134.8_cds_NP_076873.1_98 [gene=PAU9] [locus_tag=YBL108C-A] [db_xref=SGD:S000007592,GeneID:852163] [protein=seripauperin PAU9] [protein_id=NP_076873.1] [location=complement(7605..7733)] [gbkey=CDS]",0.540317088971671
98,"lcl|NC_001134.8_cds_NP_009443.1_99 [gene=MIX23] [locus_tag=YBL107C] [db_xref=SGD:S000000203,GeneID:852167] [protein=Mix23p] [protein_id=NP_009443.1] [location=complement(9961..10551)] [gbkey=CDS]",0.3763165281726287
99,"lcl|NC_001134.8_cds_NP_009444.2_100 [gene=SRO77] [locus_tag=YBL106C] [db_xref=SGD:S000000202,GeneID:852168] [protein=putative Rab GTPase-binding protein SRO77] [protein_id=NP_009444.2] [location=complement(10847..13879)] [gbkey=CDS]",0.39222486072266693
100,"lcl|NC_001134.8_cds_NP_009445.2_101 [gene=PKC1] [locus_tag=YBL105C] [db_xref=SGD:S000000201,GeneID:852169] [protein=protein kinase C] [protein_id=NP_009445.2] [location=complement(14241..17696)] [gbkey=CDS]",0.41497003225868256
101,"lcl|NC_001134.8_cds_NP_009446.2_102 [gene=SEA4] [locus_tag=YBL104C] [db_xref=SGD:S000000200,GeneID:852170] [protein=Sea4p] [protein_id=NP_009446.2] [location=complement(18177..21293)] [gbkey=CDS]",0.40218335643504355
102,"lcl|NC_001134.8_cds_NP_009447.1_103 [gene=RTG3] [locus_tag=YBL103C] [db_xref=SGD:S000000199,GeneID:852171] [protein=Rtg3p] [protein_id=NP_009447.1] [location=complement(22076..23536)] [gbkey=CDS]",0.4178004769816508
103,"lcl|NC_001134.8_cds_NP_009448.1_104 [gene=SFT2] [locus_tag=YBL102W] [db_xref=SGD:S000000198,GeneID:852172] [protein=Sft2p] [protein_id=NP_009448.1] [location=24098..24745] [gbkey=CDS]",0.32093127991398096
